0,1,"English: This Concept 0 is only for testing your browser's rendering of characters"
0,2,"all sample characters shown here should agree with their description here"
0,3,"character encoding is UTF-8."
1,1,"littoral cave"
1,2,"sea cave"
2,1,"clay"
3,1,"pit (US)"
3,2,"pitch (GB)"
3,3,"pot"
3,4,"shaft"
5,1,"plan"
6,1,"false floor"
7,1,"pseudokarst"
8,1,"stalagmite"
9,1,"mountaineer"
10,1,"mountaineering"
11,1,"alpine techniques"
12,1,"aragonite"
13,1,"archeological dig"
13,2,"excavation"
14,1,"mineral"
15,1,"dry valley"
16,1,"through cave"
18,1,"barite (US)"
18,2,"barytes (GB)"
19,1,"cave"
19,2,"cavern"
20,1,"surveying"
21,1,"caver"
21,2,"speleologist"
21,3,"spelunker (US)"
22,1,"caving gear"
23,1,"caving"
23,2,"speleology"
24,1,"speleotherapy"
25,1,"cave pearl (GB)"
25,2,"pisolite (US)"
26,1,"cave art"
27,1,"trogloxene"
28,1,"troglophile"
29,1,"speleogenesis"
30,1,"speleology"
32,1,"cave dweller"
32,2,"troglodyte"
33,1,"troglobite"
34,1,"mapping"
34,2,"surveying"
35,1,"map (to map)"
35,2,"survey"
36,1,"cave engraving -(drawing) (GB)"
36,2,"pictograph (US)"
37,1,"cave system"
39,1,"cave map"
40,1,"cave trip"
41,1,"cave conservation"
42,1,"bowline"
43,1,"depression"
43,2,"sinkhole"
44,1,"infiltration"
44,2,"percolation"
45,1,"seat harness"
46,1,"bivouac"
47,1,"belay"
48,1,"belay rope"
48,2,"life line"
49,1,"cave coral"
49,2,"coralloid"
49,3,"botryoid"
49,4,"popcorn (US)"
50,1,"breccia"
52,1,"diving gear"
53,1,"diving suit"
53,2,"wetsuit"
54,1,"lost river"
54,2,"sinking creek"
55,1,"strike"
56,1,"helical knot"
57,1,"dripstone"
57,2,"(stalactite)"
58,1,"stalactite cave"
59,1,"shield"
60,1,"bacon rind (US)"
60,2,"drapery"
60,3,"stalactite curtain"
63,1,"flowstone"
64,1,"sinter pool"
66,1,"pulley (swing open-)"
67,1,"knot"
68,1,"winch"
69,1,"bat"
70,1,"denudation"
71,1,"dip"
72,1,"doline"
73,1,"dolomite"
74,1,"dolomitic limestone"
75,1,"French ascender"
76,1,"cable ladder (US)"
76,2,"electron ladder (GB)"
76,3,"wire ladder (GB)"
77,1,"rappel (US)"
77,2,"abseil (GB)"
78,1,"jet (acetylene) (GB)"
78,2,"tip (US)"
79,1,"jet pricker (GB)"
79,2,"tip cleaner (US)"
80,1,"freshwater limestone"
80,2,"sinter"
80,3,"travertine"
80,4,"tufa"
81,1,"single rope technique (SRT)"
82,1,"overhand knot"
83,1,"nut"
84,1,"choke"
85,1,"abseil (-ing) (GB)"
85,2,"descent"
85,3,"rappel (-ing)"
87,1,"figure eight descender"
88,1,"descender"
89,1,"erosion"
90,1,"base level"
91,1,"dolly tub"
91,2,"pothole (in a streambed)"
91,3,"rockmill"
92,1,"tooth edge drapery"
93,1,"buried karst"
93,2,"confined karst"
93,3,"covered karst"
94,1,"headlamp (US)"
94,2,"headlight (GB)"
95,1,"plateau"
96,1,"hold"
97,1,"rung"
98,1,"subsurface"
98,2,"subterranean"
98,3,"underground"
99,1,"passage (cave-)"
99,2,"passage"
100,1,"debouchure"
100,2,"efflux cave"
100,3,"outflow cave"
100,4,"spring cave"
100,5,"resurgence"
100,6,"spring"
100,7,"rising"
101,1,"phreatic zone"
102,1,"stalactite"
103,1,"gypsum"
104,1,"gypsum flower"
105,1,"spherical cavity"
106,1,"anemolite"
106,2,"anthodite"
106,3,"eccentric"
106,4,"helictite"
107,1,"vadose zone"
108,1,"guano"
109,1,"rope ladder"
111,1,"fisherman's knot"
112,1,"chimney (to)"
112,2,"traverse (to)"
113,1,"fissure"
113,2,"joint"
114,1,"fissure cave"
115,1,"moonmilk"
119,1,"Inchworm system"
120,1,"hydrothermal cave"
121,1,"Hiebler ascender"
122,1,"exposure"
122,2,"hypothermia"
123,1,"histoplasmosis"
124,1,"elevation"
124,2,"longitudinal section"
124,3,"profile"
124,4,"section"
125,1,"hitch"
125,2,"loop"
126,1,"commercial cave (US)"
126,2,"show cave"
127,1,"intermittant spring"
128,1,"compass bearing"
130,1,"ice cave"
131,1,"icicle"
132,1,"survey record sheet"
133,1,"Jumar ascender"
134,1,"calcite"
135,1,"calcite plate"
135,2,"calcite raft"
136,1,"current mark"
136,2,"flow marking"
136,3,"scallop"
136,4,"scallop mark"
